text,sentiment
Masarap ang pakiramdam kapag alam mong nagagawa mo ang iyong makakaya.,positive
Napapaligaya ako sa mga simpleng bagay tulad ng pagsasama ng pamilya.,positive
Nakakataba ng puso ang makatanggap ng mga regalo mula sa mga mahal sa buhay.,positive
Nagiging masaya ako kapag nakakatulong ako sa kapwa.,positive
Ang mga ngiti ng mga bata ay nagpapagaan ng aking damdamin.,positive
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga kaibigan.,positive
Inspirasyon ko ang mga taong hindi sumusuko sa kanilang mga pangarap.,positive
Napapawi ang pagod ko kapag kasama ko ang mga taong mahal ko.,positive
Masaya ako kapag nagagawa ko ang mga bagay na nagpapasaya sa iba.,positive
Lubos akong natutuwa kapag natutupad ang mga pangarap ko.,positive
Nakakatuwang makita ang tagumpay ng mga kaibigan ko.,positive
Nakakagaan ng loob ang pakiramdam kapag may nagtitiwala sa iyong kakayahan.,positive
Masaya ako sa bawat araw na binibigay sa akin.,positive
Nagbibigay ng saya ang pagkakaroon ng magandang relasyon sa pamilya.,positive
Inspirasyon ko ang mga taong may malasakit sa kapwa.,positive
Napapaligaya ako sa simpleng kasiyahan tulad ng pagbasa ng magandang libro.,positive
Nakakataba ng puso ang pagtanggap ng suporta mula sa mga kaibigan.,positive
Masaya ako kapag mayroon akong napapasayang ibang tao.,positive
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga magulang.,positive
Nagiging mas maganda ang buhay kapag pinagtutulungan natin ang isa't isa.,positive
Napapawi ang lungkot ko kapag kasama ko ang mga taong mahal ko.,positive
Masarap ang pakiramdam kapag alam mong nagagawa mo ang kabutihan sa iba.,positive
Nakakatuwa ang pagkakaroon ng mga kaibigan na handang tumulong sa oras ng pangangailangan.,positive
Inspirasyon ko ang mga taong hindi sumusuko sa kabila ng mga pagsubok.,positive
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga kapatid.,positive
Napapaligaya ako sa mga masasayang alaala kasama ang mga kaibigan.,positive
Nakakataba ng puso ang pagtanggap ng mga mensahe ng pasasalamat mula sa ibang tao.,positive
Masaya ako kapag nararamdaman ko ang pagmamahal ng pamilya ko.,positive
Nakakatuwa ang pagkakaroon ng mga kaibigan na nagbibigay ng inspirasyon.,positive
Inspirasyon ko ang mga taong may determinasyon na abutin ang kanilang mga pangarap.,positive
Napapawi ang lungkot ko kapag naglalakbay ako at nakakakita ng magagandang tanawin.,positive
Masaya ako kapag naririnig ko ang tawa ng mga taong mahal ko.,positive
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga kaibigan.,positive
Napapaligaya ako kapag nagagawa ko ang mga bagay na nagpapasaya sa akin at sa iba.,positive
Masarap ang pakiramdam kapag natutupad mo ang mga pangarap mo.,positive
Ang araw ay maganda.,positive
Napakasarap ng lasa ng pagkain.,positive
Masaya ako sa mga biyayang natatanggap ko.,positive
Nakakatuwa ang mga ngiti ng mga bata.,positive
Inspirasyon ang mga araw na puno ng liwanag.,positive
Mahalaga ang pagkakaroon ng magandang kaibigan.,positive
Natutuwa ako sa pag-unlad ng aking kakayahan.,positive
Nakakataba ng puso ang tulong ng mga taong malapit sa akin.,positive
Nakakapangiti ang pagkakaroon ng oras para sa sarili.,positive
Nagpapasalamat ako sa bawat bagong araw na dumarating.,positive
Ang pag-ibig ang nagbibigay ng kasiyahan sa buhay.,positive
Nakakainspire ang mga taong may positibong pananaw.,positive
Nagpapasalamat ako sa lahat ng biyayang natatanggap ko.,positive
Masarap magsimula ng araw na puno ng enerhiya.,positive
Nakakatuwa ang mga simpleng bagay sa buhay.,positive
Nagbibigay saya sa akin ang pagtulong sa iba.,positive
Nakakagaan ng loob ang pagiging tapat sa sarili.,positive
Nakakataba ng puso ang pagtanggap ng papuri mula sa ibang tao.,positive
Nakakapagpasaya ang pagbisita sa mga kaibigan at kamag-anak.,positive
Nakakatuwang magbigay ng regalo sa mga mahal sa buhay.,positive
Masarap makinig sa mga magagandang musika.,positive
Nakakagaan ng damdamin ang pagtanggap ng mga magagandang balita.,positive
Inspirasyon ang pagtupad ng mga pangarap.,positive
Nakakataba ng puso ang pagmamahalan ng pamilya.,positive
Nakakatuwa ang mga natutunan sa mga bagong karanasan.,positive
Nakakagaan ng loob ang pagpapatawad sa mga taong nagkakamali.,positive
Natutuwa ako sa mga bagong oportunidad na dumadating.,positive
Nakakatuwa ang paglalakbay at pag-explorar ng bagong lugar.,positive
Nakakagaan ng damdamin ang pagiging marunong sa pagpapatawad.,positive
Nakakataba ng puso ang pagtanggap ng suporta mula sa mga kaibigan.,positive
Masarap magsaya kasama ang mga taong mahalaga sa akin.,positive
Nakakagaan ng loob ang pag-aalaga sa mga hayop.,positive
Nakakataba ng puso ang pagtulong sa mga nangangailangan.,positive
Nakakatuwang mabasa ang mga magagandang kwento.,positive
Masaya ako sa pag-unlad ng aking personalidad.,positive
Nakakagaan ng damdamin ang pagtanggap ng pasasalamat mula sa iba.,positive
Nakakapagpasaya ang paggawa ng magagandang alaala.,positive
Natutuwa ako sa pagpapalaki sa aking sariling kaalaman.,positive
Nakakagaan ng damdamin ang pagtulong sa mga adbokasiya.,positive
Nakakataba ng puso ang pagmamahal ng mga kaibigan.,positive
Inspirasyon ang pagkakaroon ng mga pangarap sa buhay.,positive
Nakakatuwang magbigay ng inspirasyon sa ibang tao.,positive
Masarap magsaya sa mga espesyal na okasyon.,positive
Nakakagaan ng loob ang pagiging mapagbigay.,positive
Nakakataba ng puso ang pagtanggap ng tulong mula sa iba.,positive
Nakakapagpasaya ang pagpapalakas ng loob ng ibang tao.,positive
Masarap magsaya sa ilalim ng magandang panahon.,positive
Nakakagaan ng damdamin ang pagkakaroon ng positibong pananaw sa buhay.,positive
Nakakapagpasaya ang pagtanggap ng pag-asa sa buhay.,positive
Nakakatuwa ang paggawa ng mga bagay na nagpapasaya sa ibang tao.,positive
Nakakagaan ng loob ang pagtanggap ng pagkakataong magbago.,positive
Nakakataba ng puso ang pagtanggap ng pagmamahal mula sa iba.,positive
Inspirasyon ang pagtanggap ng pag-asa mula sa mga taong malapit sa akin.,positive
Nakakagaan ng damdamin ang pagtulong sa mga proyektong pangkabutihan.,positive
Nakakapagpasaya ang paggawa ng magagandang alaala kasama ang pamilya.,positive
Masarap magsaya kasama ang mga kaibigan sa paglalakbay.,positive
Nakakagaan ng loob ang pag-unlad sa sariling kasanayan.,positive
Nakakataba ng puso ang pagtanggap ng pag-asa sa buhay.,positive
Inspirasyon ang pagiging positibo sa gitna ng mga pagsubok.,positive
Nakakagaan ng damdamin ang pagtulong sa mga taong nangangailangan ng kalinga.,positive
Nakakapagpasaya ang paglalaro kasama ang mga kaibigan.,positive
Masarap magsaya sa ilalim ng magandang panahon kasama ang pamilya.,positive
Nakakagaan ng loob ang pagiging tapat sa sarili at sa iba.,positive
Nakakataba ng puso ang pagtulong sa mga nangangailangan ng gabay.,positive
Inspirasyon ang pagtanggap ng inspirasyon mula sa mga taong nasa paligid.,positive
Nakakagaan ng damdamin ang pagiging tapat sa sarili at sa iba.,positive
Nakakapagpasaya ang pagtanggap ng pagmamahal mula sa mga kaibigan.,positive
Masarap magsaya sa mga pagtitipon kasama ang pamilya at mga kaibigan.,positive
Nakakagaan ng loob ang pagtulong sa mga adbokasiya na naglalayong magbigay ng tulong sa ibang tao.,positive
Nakakataba ng puso ang pagtulong sa mga batang nangangailangan ng pagmamahal at gabay.,positive
Inspirasyon ang pagiging positibo sa buhay at sa mga hinaharap na hamon.,positive
Nakakagaan ng damdamin ang pagtulong sa mga proyektong pangkabutihan.,positive
Nakakapagpasaya ang paggawa ng mabubuting bagay para sa ibang tao.,positive
Masarap magsaya kasama ang mga kaibigan sa mga aktibidad na nagpapasaya sa bawat isa.,positive
Nakakagaan ng loob ang pag-unlad ng sariling kakayahan at talento.,positive
Nakakataba ng puso ang pagiging tapat at matapat sa mga kaibigan at pamilya.,positive
Inspirasyon ang pagkakaroon ng mga pangarap at layunin sa buhay.,positive
Nakakagaan ng damdamin ang pagtanggap ng pasasalamat mula sa mga taong natulungan.,positive
Nakakapagpasaya ang pagtanggap ng suporta at pagmamahal mula sa mga kaibigan at pamilya.,positive
Masarap magsaya sa mga espesyal na okasyon kasama ang mga mahal sa buhay.,positive
Nakakagaan ng loob ang pagtanggap ng inspirasyon mula sa mga taong may positibong pananaw sa buhay.,positive
Nakakataba ng puso ang pagtulong sa mga organisasyon na naglalayong magbigay ng tulong sa mga nangangailangan.,positive
Inspirasyon ang pagiging mapagbigay at maunawain sa mga kapwa tao.,positive
Nakakagaan ng damdamin ang pagiging bukas at handang magbigay ng tulong sa mga nangangailangan.,positive
Nakakapagpasaya ang paggawa ng mabubuting bagay para sa kapakanan ng iba.,positive
Masarap magsaya kasama ang mga kaibigan sa mga pagtitipon at kasiyahan sa buhay.,positive
Nakakagaan ng loob ang pagiging masaya sa kabila ng mga pagsubok at hamon sa buhay.,positive
Nakakataba ng puso ang pag-unlad ng sariling kakayahan at talento.,positive
Inspirasyon ang pagtanggap ng pagmamahal at suporta mula sa mga taong malalapit sa puso.,positive
Nakakagaan ng damdamin ang pagtanggap ng inspirasyon at pag-asa mula sa mga taong sumusuporta sa atin.,positive
Nakakapagpasaya ang pagiging handa at bukas sa mga bagong karanasan at oportunidad sa buhay.,positive
Maganda ang panahon ngayon.,positive
Nag-enjoy ako sa paglalaro sa park.,positive
Nakatanggap ako ng magandang balita mula sa trabaho.,positive
Natapos ko ang proyekto ko nang maaga.,positive
Masaya ako kasama ang pamilya ko.,positive
Nakatanggap ako ng regalo mula sa kaibigan ko.,positive
Napanood ko ang paborito kong pelikula kahapon.,positive
Nakatanggap ako ng papuri sa aking ginawa.,positive
Natutuwa ako sa mga bagong kaibigan ko.,positive
Nagluto ako ng masarap na ulam ngayong gabi.,positive
Nakapagpahinga ako nang maayos kagabi.,positive
Nakatanggap ako ng magandang feedback mula sa boss ko.,positive
Nakapag-aral ako nang maayos para sa pagsusulit.,positive
Nagkaroon ako ng magandang panaginip kagabi.,positive
Masaya ako dahil nakapunta ako sa beach.,positive
Nagkaroon ako ng magandang karanasan sa paglalakbay.,positive
Nagawa ko ang mga bagay na gusto kong gawin ngayong araw.,positive
Nakatanggap ako ng inspirasyon mula sa isang kaibigan.,positive
Nakita ko ang magandang tanawin mula sa bundok.,positive
Nakapaglibang ako sa isang kakaibang aktibidad.,positive
Nagkaroon ako ng magandang karanasan sa trabaho.,positive
Masaya ako dahil nakapag-bonding kami ng pamilya ko.,positive
Nakapag-relax ako sa spa kahapon.,positive
Nagkaroon ako ng masayang kuwentuhan kasama ang mga kaibigan ko.,positive
Nagawa ko ang isang bagay na matagal ko nang gustong gawin.,positive
Nag-attend ako ng isang magandang event kahapon.,positive
Nakatanggap ako ng mga magagandang payo mula sa kaibigan.,positive
Nakapanood ako ng magandang palabas sa teatro kahapon.,positive
Nagkaroon ako ng masayang pakikipag-usap sa telepono.,positive
Napagtawanan namin ang mga nakakatawang jokes kahapon.,positive
Nakakain ako ng masarap na pagkain sa restaurant kahapon.,positive
Nakita ko ang magandang paglubog ng araw.,positive
Nakatanggap ako ng compliment mula sa isang kaibigan.,positive
Nag-enjoy ako sa pagbisita sa isang museo.,positive
Nakapag-aral ako nang mabuti para sa darating na exam.,positive
Nagawa ko ang isang challenging na task sa trabaho.,positive
Napaligiran ako ng mga taong nagmamahal sa akin.,positive
Nakapagshare ako ng saya sa mga taong mahal ko.,positive
Nakapagtravel ako sa isang magandang lugar.,positive
Nagkaroon ako ng magandang conversation with a stranger.,positive
Nakatanggap ako ng magandang news tungkol sa kaibigan ko.,positive
Nakapanood ako ng magandang sunset sa beach.,positive
Nagkaroon ako ng masayang quality time kasama ang sarili ko.,positive
Nagawa ko ang isang creative project na matagal ko nang plano.,positive
Nakapagbigay ako ng tulong sa isang nangangailangan.,positive
Nakatanggap ako ng appreciation mula sa boss ko.,positive
Nakapag-donate ako sa isang charity organization.,positive
Nakapag-exercise ako nang maayos ngayong umaga.,positive
Nagkaroon ako ng masayang bonding time kasama ang mga anak ko.,positive
Nagawa ko ang isang productive activity sa bahay.,positive
Nakapagkape ako kasama ang mga kaibigan ko.,positive
Nakatanggap ako ng magandang feedback sa aking performance.,positive
Nakapagbakasyon ako at nakapagpahinga nang maayos.,positive
Nagawa ko ang isang malaking achievement sa trabaho.,positive
Nakapagcelebrate ako ng isang special occasion.,positive
Nagawa ko ang isang artistic project na matagal ko nang hinahanda.,positive
Nakapaglaro ako ng sports kasama ang mga kaibigan ko.,positive
Nakapagdate ako ng mahal ko at nagkaroon kami ng romantic time.,positive
Nagawa ko ang isang meaningful na gesture para sa isang kaibigan.,positive
Nakapaglaan ako ng oras para sa aking passion project.,positive
Nagkaroon ako ng masayang bonding time kasama ang mga magulang ko.,positive
Nakapagshare ako ng mga happy memories kasama ang mga kaibigan.,positive
Nagawa ko ang isang challenging adventure activity.,positive
Nakapag-attend ako ng isang inspiring seminar.,positive
Nagkaroon ako ng magandang experience sa pagvolunteer.,positive
Nakapag-aral ako ng bagong skill na matagal ko nang gustong matutunan.,positive
Nakapagtrabaho ako sa isang meaningful na proyekto.,positive
Nagawa ko ang isang simpleng bagay na nagpapasaya sa akin.,positive
Nakatanggap ako ng mga magagandang compliment mula sa mga kaibigan.,positive
Nakapagshare ako ng aking talento sa isang event.,positive
Nakapagbonding ako sa mga kapatid ko at nagkaroon kami ng masayang oras.,positive
Nakapagreconnect ako sa isang kaibigan matapos ang matagal na panahon.,positive
Nakatanggap ako ng magandang review sa aking work.,positive
Nakapagplano ako ng isang exciting trip kasama ang mga kaibigan.,positive
Nakapagbigay ako ng inspirasyon sa isang tao.,positive
Nagawa ko ang isang challenging na workout routine.,positive
Nakapagrelax ako sa isang scenic na lugar.,positive
Nakapagshare ako ng aking blessings sa mga nangangailangan.,positive
Nagawa ko ang isang creative na artwork.,positive
Nakapagbakasyon ako sa isang lugar na matagal ko nang gustong puntahan.,positive
Nakapagshare ako ng laughter kasama ang mga kaibigan.,positive
Nakapagcelebrate ako ng isang milestone sa aking buhay.,positive
Nakapaglaan ako ng oras para sa self-care at nagkaroon ako ng magandang resulta.,positive
Nakapag-aral ako ng bagong recipe at nagluto ng masarap na pagkain.,positive
Nagawa ko ang isang meaningful na act of kindness sa isang taong hindi ko kakilala.,positive
Nakapagbonding ako sa mga hayop at nagkaroon kami ng magandang connection.,positive
Nakapagconnect ako sa kalikasan at nagkaroon ako ng magandang appreciation sa kagandahan nito.,positive
Nakapagbigay ako ng tulong sa isang kaibigan sa kanilang personal na problema.,positive
Nakapag-organize ako ng isang successful event.,positive
Nakapag-reflect ako sa mga magagandang bagay sa aking buhay at nagpasalamat.,positive
Nakapagshare ako ng aking talento sa social media at nakatanggap ng mga positive comments.,positive
Nakapagbigay ako ng positive impact sa aking komunidad sa pamamagitan ng pag-volunteer.,positive
Nakapagplano ako ng isang exciting adventure kasama ang mga kaibigan ko.,positive
Nakapag-attend ako ng isang inspiring na talk at natutunan ko ang maraming bagong bagay.,positive
Nakapagbahagi ako ng aking kaalaman sa isang workshop at nakatulong sa mga kasama ko.,positive
Nakapagpahinga ako nang maayos at nagkaroon ako ng fresh perspective sa buhay.,positive
Nakapagbigay ako ng inspirasyon sa isang kaibigan na may pinagdadaanan.,positive
Nakapag-achieve ako ng isang goal na matagal ko nang hinahangad.,positive
Nakapagshare ako ng positive vibes sa aking mga kaibigan at pamilya.,positive
Tumutulo ang saya ko kapag kasama ko ang pamilya ko.,positive
Masayang-masaya ako kapag naririnig ko ang tawa ng mga kaibigan ko.,positive
Napapangiti ako kapag nakikita ko ang mga bulaklak sa hardin.,positive
Nakakagaan ng loob ang pagtanggap ng magandang balita.,positive
Napupuno ng ligaya ang puso ko kapag nakakatapos ako ng isang proyekto.,positive
Nakakatuwa kapag mayroon kang bagong kaibigan.,positive
Napapaligaya ako kapag nakakatulong ako sa ibang tao.,positive
Nakakataba ng puso ang pagtanggap ng pasasalamat mula sa iba.,positive
Nakakagaan ng loob ang pag-alala sa magagandang alaala.,positive
Napapawi ang pagod kapag mayroon kang kapanayam.,positive
Nakakataba ng puso ang pagtanggap ng pagmamahal mula sa mga mahal mo sa buhay.,positive
Nakakatuwang isipin ang mga tagumpay na nakamit mo sa buhay.,positive
Nakakatuwa ang pagtanggap ng regalo mula sa mga kaibigan.,positive
Nakakagaan ng loob ang pakiramdam kapag nababawasan ang iyong pasanin.,positive
Masayang-masaya ako kapag nakakakita ako ng mga batang masaya.,positive
Napapawi ang lungkot kapag naririnig ko ang paborito kong kanta.,positive
Nakakatanggal ng pagod ang paglalakad sa tabing-dagat.,positive
Nakakataba ng puso ang pagtanggap ng mga mensahe ng pagmamahal.,positive
Nakakatuwa ang pagpaplano ng mga bakasyon kasama ang pamilya.,positive
Nakakataba ng puso ang pagbibigay ng tulong sa mga nangangailangan.,positive
Napapawi ang inip kapag mayroon kang kakaibang aktibidad na gagawin.,positive
Nakakagaan ng loob ang pagtanggap ng positibong feedback sa trabaho.,positive
Nakakataba ng puso ang pagkakaroon ng bagong kaanak sa pamilya.,positive
Nakakatuwang mag-reminisce sa mga masasayang alaala ng nakaraan.,positive
Nakakagaan ng loob ang pag-uusap sa mga kaibigan tungkol sa mga bagay-bagay.,positive
Nakakataba ng puso ang pagtanggap ng pagpapahalaga sa iyong ginagawa.,positive
Nakakatuwa ang paggawa ng mga bagay na nagpapasaya sa iba.,positive
Napapawi ang pagod kapag natatapos mo ang iyong araw sa trabaho.,positive
Nakakataba ng puso ang pagtanggap ng papuri sa iyong mga nagawa.,positive
Nakakagaan ng loob ang pagkakaroon ng panahon para sa sarili.,positive
Nakakatuwang magluto ng paborito mong pagkain at i-share ito sa iba.,positive
Napapawi ang lungkot kapag mayroon kang kasamang mahal sa buhay.,positive
Nakakagaan ng loob ang pagtanggap ng tulong mula sa mga kaibigan.,positive
Nakakataba ng puso ang pagtanggap ng mga inspirasyon sa buhay.,positive
Nakakatuwang magbigay ng simpleng kasiyahan sa mga kaibigan.,positive
Napapawi ang pagod kapag nakakatanggap ka ng mainit na yakap.,positive
Nakakagaan ng loob ang pagtatapos ng isang mahirap na gawain.,positive
Nakakataba ng puso ang pagtanggap ng suporta mula sa pamilya.,positive
Nakakatuwa ang pag-attend ng mga masayang pista o party.,positive
Nakakagaan ng loob ang pagtanggap ng kabutihan mula sa iba.,positive
Nakakataba ng puso ang pagtanggap ng tulong sa oras ng pangangailangan.,positive
Nakakatuwang mabasa ang mga inspirasyonal na kwento ng tagumpay.,positive
Napapawi ang lungkot kapag nakikita mo ang mga magagandang tanawin.,positive
Nakakagaan ng loob ang pag-alala sa mga magagandang alaala.,positive
Nakakataba ng puso ang pagtanggap ng mga sorpresa mula sa mga mahal mo.,positive
Nakakatuwang magsagawa ng mga plano para sa kinabukasan.,positive
Napapawi ang inip kapag nakakita ka ng magandang pelikula.,positive
Nakakagaan ng loob ang pagtanggap ng pagpapahalaga sa iyong pagkatao.,positive
Nakakataba ng puso ang pagtanggap ng tulong mula sa mga kaibigan.,positive
Nakakatuwa ang pag-aaral ng bagong bagay na nagpapalawak ng iyong kaalaman.,positive
Napapawi ang lungkot kapag nakakatanggap ka ng mga magagandang mensahe.,positive
Nakakagaan ng loob ang pagtanggap ng positibong balita tungkol sa iyong pangarap.,positive
Nakakataba ng puso ang pagtanggap ng pagmamahal mula sa iyong mga alaga.,positive
Nakakatuwang isipin ang mga plano para sa mga bakasyon kasama ang pamilya.,positive
Nakakagaan ng loob ang pagtanggap ng papuri mula sa mga propesyonal.,positive
Nakakataba ng puso ang pagtanggap ng regalo mula sa mga mahal mo sa buhay.,positive
Nakakatuwang maglaan ng oras para sa sarili at mag-relax.,positive
Napapawi ang lungkot kapag naglalaro ka kasama ang mga kaibigan.,positive
Nakakagaan ng loob ang pag-alala sa mga masasayang pangyayari sa buhay.,positive
Nakakataba ng puso ang pagtanggap ng mensahe ng pagmamahal mula sa mga kaibigan.,positive
Nakakatuwang magpakita ng kabutihan sa mga taong nangangailangan.,positive
Napapawi ang inip kapag mayroon kang bagong karanasan na susubukan.,positive
Nakakagaan ng loob ang pagtanggap ng mainit na yakap mula sa mahal mo.,positive
Ako....Ako.... Ako talaga ang paborito niya.,negative
Natatakot silang muling abutin ng bagyo.,negative
Takot ang lahat ng jeep at kotse sa kaniya.,negative
Ang bilis-bilis ng takbo ni Kas kaya takot na takot ang mga pasahero.,negative
Ayan na! Ayan na si Kaskasero!,negative
Unahan ang lahat sa pagtakbo para iwasan ang bus na barumbado.,negative
"Pagbaba ng mga pasahero, nerbiyos na nerbiyos sila.Para! Para-a-a-a! sabi nila.",negative
... dahil natatakot siya sa lahat.,negative
Takot siya sa mga eroplano…. at tren …,negative
Takot siya sa mga batang lalaki … ,negative
"Huwag na, sigaw ni Stanley. ""Huwag nyong palapitin sa kin yan!""",negative
"Paano kung ang bahay ay pinagmumultuhan? ""sabi ni Stanley.",negative
Nanginginig siya.,negative
Duwag na Pusa!,negative
"Ngayong nag-iisa si Stanley, nakaramdam siya ng takot.",negative
"S...s....siguro dapat ay sumama na lang ako sa kanila, naisip niya.",negative
A ... a .... ano yun? pagtataka niya.,negative
Nagtatakbo paakyat si Puti sa hagdan.,negative
Parating na para kunin tayo!,negative
Multo!,negative
"Minsan nakakatakot, ",negative
"""Takot na takot ang mga batang maya, pero lipad lang sila nang lipad hanggang sa nakarating sila sa isang malaking puno.""",negative
"""Tatay! Nanay! takot na yakap niya sa kaniyang mga magulang.""",negative
Mabilis na tumakbo palabas ng palasyo si Maria.,negative
sagot ni Pagong kahit nanginginig,negative
"""Ayokong pakasal sa prinsesa! Ayokong pakasal sa prinsesa!"" sigaw ni Pilandok.",negative
"Ano po ang hindi ninyo gusto sa kanin, Mahal na Hari? takot na muling tanong ng kusinera.",negative
"""Unggoy, unggoy!"" sigaw ni Juan. ""Kakainin ako ng buwaya na ito!""",negative
"""Sinugod ng mga lobo ang aking mga tupa!""",negative
Natatakot siya sa mga palaka.,negative
Takot siya sa mataas na lugar.,negative
Takot siya sa mga batang lalaki.,negative
Takot siya sa mga eroplano at tren.,negative
"Ngayong nag-iisa si Stanley, nakaramdam siya ng takot.",negative
"""Totoong sinugod ng mga lobo ang aking mga tupa! Saklolo!""",negative
Ano kaya ang nangyari kay Nanay?,negative
Baka nasiraan ng sasakyan si Nanay!,negative
"Siguro, napagod na siya sa pagsundo sa akin araw-araw.",negative
Hindi ako makahinga.,negative
Takot ang lahat ng jeep at kotse sa kaniya.,negative
Ang bilis-bilis ng takbo ni Kas kaya takot na takot ang mga pasahero.,negative
"Pagbaba ng mga pasahero, nerbiyos na nerbiyos sila.",negative
"Matagal na hindi umulan, at natuyo ang lupa.",negative
"Namatay ang mga halaman at punongkahoy, at nawala ang mga hayop at ibon.",negative
Namatay ang mga isda sa natuyong batis.,negative
Natatakot silang muling abutin ng bagyo.,negative
Si Ching ay takot sa dilim.,negative
Biglang dilim! Namatay lahat ng ilaw!,negative
"“Nang magdeklara ng Batas Militar, iniwan ko ang bahay ko, natatakot sa magiging kapalaran ko.”",negative
Doon ko unang nasaksihan ang lagim at pinsalang dulot ng giyera.,negative
"At sa sumunod na limang taon, tanging ang giyera ang nakapuno sa aking isipan.",negative
"Noong 1941, pumutok ang Ikalawang Digmaang Pandaigdig.",negative
Binomba ng mga Hapon ang istasyon namin sa Pearl Harbor.,negative
Kataka-takang nagkaroon din ng epidemya ng pagkabaliw at pagpapatiwakal.,negative
"At sa lahat ng ito, walang humpay ang pag-alulong ng hangin sa buong bayan.",negative
"Nakapangingilabot, animo may ibinabadyang masamang pangitain.",negative
"""Nangilabot ang mga tao sa narinig.""",negative
"""Nang palabas na ng palasyo, takot na takot na bumubulong sa sarili ang tila namatandang barbero:""",negative
"""Lahat ay takot sa kaniya.""",negative
"""“Takot akong madaplisan siya ng gunting kung bigla siyang maglilikot sa silya.”""",negative
"""Malulunod ako!""",negative
Nanginginig na bulong ni Ching habang nakaupo sa dilim.,negative
"""Ayan na, ayan na.…."" nanginginig na bulong ni Ching habang nakaupo sa dilim.",negative
Takot na takot si Ching! Napakadilim!,negative
Tinatakot kasi siya ng mga pinsan niya.,negative
"Sabi nila, sa dilim lumilitaw ang mga maligno, mga multo, at iba pang nakatatakot na nilalang.",negative
"""Huwag kang lalabas ng bahay, Ching, baka kunin ka ng tikbalang!"" pananakot sa kaniya ni Kuya Jon.",negative
Lalong nagsisigaw ang prinsesa!,negative
Takut na takot kay Poknoy Palaka!,negative
Takot na takot si Chonggi habang hinihintay na mawala ang wild werewolf.,negative
“Hala! Bakit mo ginawa iyon? Masama ‘yon!,negative
"""Takot na takot ang mga batang maya, pero lipad lang sila nang lipad hanggang sa nakarating sila sa isang malaking puno.""",negative
"""Nakatulog na lang si Mutya sa lilim ng pakpak ni Nanay Sol, takot at pagod na pagod.""",negative
"Pagdating namin doon, aming nakita ang apat na lalaking nang-bully kay Lala at isang ahas na nasa damuhan.",negative
"kailangan tayong lumikas! Nasusunog ang buong palayan!""",negative
"""Kitang-kita ni Mutya ang malaking apoy at makapal na usok na papalapit sa kanilang pugad!""",negative
"""Tatay! Nanay! takot na yakap niya sa kaniyang mga magulang.""",negative
"""Bago maggabi ay nag-rides kami ng nakakatakot para lang mabuhay ang aming dugo.""",negative
Kinabahan ako.,negative
"Nang ideklara ang Batas Militar sa Pilipinas, napuno ng takot at pangamba ang buong bansa, lalo na sa kanayunan.",negative
Natatakot ako sa dilim ng gabi.,negative
Hindi ko kayang pumasok sa bahay kapag walang ilaw.,negative
Kinakabahan ako sa mga anino sa sulok ng kuwarto.,negative
Takot akong tumawid sa kalsada nang walang tawiran.,negative
Natatakot ako sa mga kwento ng multo sa lumang bahay.,negative
Hindi ko kayang mag-isa sa madilim na gubat.,negative
Nakakatakot ang mga huni ng mga ibon sa gitna ng gabi.,negative
Nangangamba ako sa mga bagyong dumarating.,negative
Bawat malakas na kulog ay nagpapalakas ng takot ko.,negative
Hindi ko kayang panoorin ang mga pelikula ng horror mag-isa.,negative
Napaparanoid ako kapag may kakaibang tunog sa bahay.,negative
Nakakatakot ang mga kwento tungkol sa mga aswang.,negative
Takot akong makita ang sarili kong anino sa salamin.,negative
Natatakot ako sa posibilidad ng aksidente sa bundok.,negative
Bawat pagkislap ng ilaw ay nagpapalakas ng takot ko.,negative
Nangangamba ako sa mga multong bumabalik mula sa libingan.,negative
Kinakabahan ako kapag nalalaman kong may nakasunod sa akin.,negative
Natatakot ako sa mga kaluskos sa ilalim ng kama.,negative
Hindi ko kayang manood ng mga pelikulang may mga multo.,negative
Takot akong makarinig ng boses na hindi kilala sa bahay.,negative
"Kahit ilang ulit siyang pagsabihan, talagang matigas ang ulo.",negative
"Ako ang hari ng kalsada, lagi niyang sinasabi.",negative
Gagawin ko ang lahat ng gusto ko.,negative
Walang pinakikinggan si Kas.,negative
"Sa loob-loob niya: ""'Yan ang mabuti sa pakialamero.""",negative
"Salbahe talaga si Kaskasero!",negative
Siya ay bus na walang modo.,negative
"""Ako ang hari ng kalsada,"" ang katwiran niya.",negative
Magagawa ko kahit anong gusto ko!,negative
"Ako ang hari ng kalsada!, sabi niya, saka bumusina nang umusina.",negative
Dito! sabi ni Puti.,negative
Halika na!,negative
"""Kaybagal mo na, bulag ka pa,"" sabi ni Matsing.",negative
"""Bakit naman? Ako muna dahil maliit naman ako,"" sabi ni Pagong.",negative
"""Hindi maaari! Ako ang nakakita kaya ako ang 'unang pipili!"" sabi ni Matsing.",negative
"""Tuso man ang matsing, napaglalamangan din!"" sabi ni Pagong.",negative
Mabilis na tumakbo si Pikpakbum at tinangay ang kapirasong karne.,negative
Pinalayas ng mga dayuhan si Haring Lang-ao at kinamkam ng mga ito ang lahat ng kanyang ari-arian at kayamanan.,negative
